[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.312 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.297 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.188 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.343 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.297 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.297 | GET
 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.421 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.406 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.358 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.328 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.297 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.188 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.296 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.297 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.312 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.406 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.202 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.219 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.562 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.452 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.296 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.452 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.656 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.078 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.078 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.234 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.359 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.249 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.343 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.281 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^2&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.265 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.093 | GET
[URL] http://www.228.com.cn/cart/toOrderSure.html?pid=234938278&sd=234938479^1&quickBuyType=-1 | [CODE] 200 | [TOTAL_TIME] 0.25 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/saveNewOrder | [CODE] 200 | [TOTAL_TIME] 0.327 | [PARAMS] o%5B%27writecheckphone%27%5D=&o%5B%27errorurl%27%5D=http%3A%2F%2Fwww.228.com.cn%2Fnqt%2Fcommon%2Ferror&o%5B%27orderUrl%27%5D=http%3A%2F%2Forder.228%2Forder%2Fcreate%2Fgeneral.json&o%5B%27writecheckaddressid%27%5D=&activeNo=-1&o%5B%27invoiceinfo%27%5D=&o%5B%27callbackurl%27%5D=http%3A%2F%2Fwww.228.com.cn%2Fpay%2Fpaysucc.html%3F&o%5B%27tickets%27%5D=234938479%5E1&o%5B%27payid%27%5D=2217200&o%5B%27unionId%27%5D=&o%5B%27writecheckflagOld%27%5D=2&o%5B%27isRedirect%27%5D=1&o%5B%27verifycode%27%5D=0&o%5B%27productId%27%5D=234938278&o%5B%27orderSource%27%5D=2&o%5B%27bankcardno%27%5D=0&o%5B%27type%27%5D=general&discountdetailid=2217200&o%5B%27addressid%27%5D=11357794&o%5B%27writecheckflag%27%5D=0&o%5B%27customerid%27%5D=60427792&o%5B%27origin%27%5D=1&o%5B%27purchases%27%5D=%5B%7B%22tickets%22%3A+%22234938479%5E1%22%2C+%22shipment%22%3A+1%2C+%22renewal%22%3A+%220.00%22%2C+%22idcardverified%22%3A+%5B%7B%22tickets%22%3A+%22234938479%5E1%22%2C+%22cardnos%22%3A+%2210%3A45098119881015005X%3A%5Cu7f57%5Cu7693%5Cu4e25%3B%22%7D%5D%2C+%22cityid%22%3A+1%2C+%22cashno%22%3A+%220%22%2C+%22insurance%22%3A+%220%22%7D%5D&o%5B%27deliveryid%27%5D= | POST
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.078 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.078 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.078 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-234938278.html | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
