[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ajax/isLogin | [CODE] 200 | [TOTAL_TIME] 0.218 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.093 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.093 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.093 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.157 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.188 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.094 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.171 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.172 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.141 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.266 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.11 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.124 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.203 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.187 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.14 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.156 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.109 | GET
[URL] http://www.228.com.cn/ticket-245439174.html?t=112255&t=112255&t=112255 | [CODE] 200 | [TOTAL_TIME] 0.125 | GET
